"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000010704.14",2.14648190008716,2.67621119250532,0.704953078815239,3.7962969067431,0.000146873580918395,0.00131190765738286
"ENSG00000173890.12",26.8821234949773,1.33279109374745,0.351127413039937,3.79574776634104,0.00014719910142349,0.00131403404621896
"ENSG00000173402.7",2.48348660980846,1.35350544569811,0.356959216439287,3.79176495062795,0.000149580452865121,0.00133449924218858
"ENSG00000103343.8",1.6037633636628,3.36052441930463,0.886688368941984,3.78997237024151,0.000150664042488013,0.00134336888684861
"ENSG00000070731.5",3.44330310832963,2.26091252977175,0.596802589068973,3.78837587366843,0.000151635319727728,0.00135122719074103
"ENSG00000138071.9",102.000837501926,-0.690342195358364,0.182233850025892,-3.78822153656018,0.000151729527211559,0.00135126521447923
"ENSG00000054219.9",5.567763826218,-2.23976125751303,0.591466614184199,-3.78679236291688,0.000152604517072975,0.00135825252636515
"ENSG00000251247.5",1.79230484392473,3.23022682186106,0.853341932115517,3.78538391269842,0.000153471464708744,0.00136516002710726
"ENSG00000196262.9",1154.43574259781,0.381643983719754,0.100842599136125,3.78455124113354,0.000153986179949265,0.00136892802814068
"ENSG00000264772.2",1.65696596152782,-1.79503804306036,0.47441739637436,-3.78366825664189,0.000154533770972535,0.00137298366356674
"ENSG00000267520.2",21.479581395714,-1.39678111726507,0.369205607655305,-3.78320666940987,0.000154820757588607,0.00137472048582224
"ENSG00000125962.10",5.61749506450163,2.05378200940566,0.542961545001657,3.7825551888751,0.000155226661970078,0.00137751055489572
"ENSG00000159189.7",4.85057402746982,-5.33357748248156,1.41028493395761,-3.78191481313938,0.000155626623530445,0.00138024462333023
"ENSG00000132274.11",76.0300795124387,-1.75757116175343,0.46476300045053,-3.7816503466276,0.000155792085083186,0.00138089692406477
"ENSG00000092531.5",105.787309874108,-0.909164068056429,0.240424071621568,-3.78150183517177,0.000155885072778113,0.00138090644659102
"ENSG00000132963.7",163.206312247975,-0.548065601067042,0.144975927220784,-3.780390383242,0.000156582648001284,0.00138626853480925
"ENSG00000117009.7",34.2646461378231,-1.77117066903793,0.468588088168493,-3.77980301624965,0.000156952479839881,0.0013887244152617
"ENSG00000231106.2",4.21925067196256,5.88543893936751,1.55787235377599,3.77786981398207,0.000158175522211911,0.00139872221642834
"ENSG00000189171.9",80.6863682492735,1.26516283356041,0.334932917669796,3.77736187402072,0.0001584983556733,0.0014007525268445
"ENSG00000142675.13",4.15640348910831,2.13823052537888,0.566159466438129,3.77672838154787,0.000158901856008059,0.00140266832236491
"ENSG00000144283.17",16.0221938429681,1.34590307518433,0.356366668205029,3.77673670201386,0.000158896550063317,0.00140266832236491
"ENSG00000167123.14",2.60027498682044,-2.5947899090306,0.687251419550239,-3.77560501908999,0.000159619754950514,0.00140759642676241
"ENSG00000240729.1",51.0078511038937,-2.20750267095702,0.584681926350961,-3.77556167117085,0.000159647518051328,0.00140759642676241
"ENSG00000130427.2",1.85623265584504,-3.96005341215535,1.04901357033151,-3.77502591401548,0.000159991030538821,0.00140979779637258
"ENSG00000130766.4",4.19401793741608,1.92895829162231,0.511155276502859,3.77372274198077,0.000160829493726592,0.00141635540079034
"ENSG00000161888.7",8.49308022582916,-2.22897874720571,0.590740777215574,-3.77319263063553,0.000161171749966497,0.00141853800322006
"ENSG00000224187.1",1.71991668678634,-4.06693471395811,1.0783455331949,-3.77145783866575,0.000162296582596727,0.00142760178977355
"ENSG00000075391.12",3.16190420673322,1.86408733450416,0.494442456860805,3.77007942711711,0.000163195601440349,0.00143383082809346
"ENSG00000196205.7",101.02621046126,-0.303570192878512,0.0805206519543498,-3.77009109477427,0.000163187972010194,0.00143383082809346
"ENSG00000116809.7",9.35607981182588,-2.33846460512712,0.620494057640841,-3.76871394065902,0.00016409080872634,0.00144085348352106
"ENSG00000163479.9",246.415865648372,0.679980059556211,0.180439385142267,3.76846805934348,0.000164252497584417,0.00144143079655858
"ENSG00000164308.12",11.4403361160558,-1.67659247003419,0.445130318585238,-3.76652049980086,0.00016553849743599,0.00145186829274858
"ENSG00000117395.6",39.8530150798595,0.999085923210826,0.265404550886341,3.76438881652291,0.000166956932177828,0.0014634544626836
"ENSG00000054965.6",1.57939325751455,1.83821109660224,0.488351082775955,3.76411799100191,0.000167137957496252,0.00146418698158816
"ENSG00000186298.7",45.9680425502848,-1.04310995081238,0.277243732454244,-3.76242933096614,0.000168270864050988,0.00147325259994292
"ENSG00000258449.1",0.786856930065136,-2.48037358747083,0.659516099511107,-3.76089922491583,0.000169303632680741,0.0014814314370387
"ENSG00000205663.5",2.05349641949561,2.89290890907452,0.769318619369725,3.76035213010258,0.000169674347641564,0.00148381105877
"ENSG00000143164.11",26.2233925754278,1.05124102185502,0.279675328593337,3.75879069184388,0.000170736592033669,0.00149223185498188
"ENSG00000129514.4",27.8548660768399,1.2733535444896,0.338860961178499,3.75774636317236,0.000171450534870507,0.00149760048598517
"ENSG00000170561.8",6.72411728605207,1.69010333844533,0.449808080803566,3.75738767392979,0.00017169639565063,0.00149887661142072
"ENSG00000044574.7",147.599823682663,0.694652436519954,0.184907151761297,3.75676348861132,0.000172125029470018,0.00150174590171751
"ENSG00000090060.13",137.91496987424,-0.736544268782013,0.196101144950637,-3.7559406854428,0.000172691593898043,0.00150581457151724
"ENSG00000235378.2",11.1582422540429,5.30737849354847,1.41326177980313,3.75541075927759,0.000173057417662599,0.00150812914324993
"ENSG00000130164.7",49.8409989064243,1.31845355112019,0.35116171198553,3.75454813585862,0.000173654471470491,0.00151245494456386
"ENSG00000145730.16",30.6110796587093,2.28679517342217,0.609136635959781,3.75415799744011,0.000173925136534484,0.00151305804938859
"ENSG00000167258.9",17.6191295392866,1.06872929292545,0.284672533072454,3.75424099188889,0.000173867524543049,0.00151305804938859
"ENSG00000083642.14",46.4453882387655,-0.807524969693308,0.215113132208303,-3.75395477441772,0.000174066283023878,0.00151340962740205
"ENSG00000167614.9",1.39086278646439,3.284700015372,0.875091862084602,3.75354880749015,0.00017434856583911,0.00151498719095823
"ENSG00000126432.9",110.817982008409,0.877961314676036,0.233967060969025,3.75249965118924,0.000175080075692646,0.00152044082359265
"ENSG00000178585.10",1.47091212584923,1.85906843003457,0.495439958800604,3.75235868042444,0.000175178585306103,0.00152044082359265
"ENSG00000105401.2",23.1193487748012,-0.915172466957969,0.243905221555487,-3.75216430842081,0.000175314496903208,0.00152074191771004
"ENSG00000153879.4",8.7520933061204,1.56096818715472,0.416219851842241,3.75034535293231,0.000176591188133774,0.00153093249308818
"ENSG00000093072.11",7.25859763023983,-3.15760836791655,0.842289383191674,-3.7488402809394,0.000177654175001623,0.00153925970312825
"ENSG00000156467.5",166.536265057431,0.46579242898989,0.12429234712485,3.74755517748816,0.000178566563802984,0.00154627323030319
"ENSG00000188559.9",7.44019950976649,1.7947942932661,0.479113555939393,3.74607286939954,0.000179624434222638,0.00155364277476161
"ENSG00000238121.1",3.42473815948751,-3.79484963964475,1.01301519575963,-3.74609349941598,0.000179609670965934,0.00155364277476161
"ENSG00000187866.6",1.07547841929098,2.79009796734205,0.744851596854639,3.74584411059073,0.000179788215139541,0.00155416463996344
"ENSG00000162069.10",1.39772815683087,2.24308090058169,0.598872003804395,3.74550970212715,0.000180027889083852,0.00155467577475447
"ENSG00000186472.15",0.967068139448547,2.2260889829966,0.59436412559026,3.74532864140459,0.000180157782471214,0.00155467577475447
"ENSG00000213614.5",60.857940638019,-1.25910791013539,0.336169002127367,-3.74546106918668,0.000180062769817395,0.00155467577475447
"ENSG00000236830.2",9.72228855552341,1.66582913640854,0.445015009872911,3.7433099995532,0.000181611941119241,0.00156632480101922
"ENSG00000078699.17",4.915075906508,1.47824355542737,0.395047026643517,3.74194325163547,0.000182602755610858,0.00157396660946502
"ENSG00000129675.11",9.411000628268,-1.92080803520996,0.513621172928435,-3.73973686532114,0.000184212991069279,0.00158693576710141
"ENSG00000198744.5",4.58954167066027,0.648304140905988,0.173363869308281,3.7395574031239,0.00018434454911742,0.00158715902919204
"ENSG00000142534.2",1979.48403906264,-0.29242283493285,0.0782173543683345,-3.73859276236572,0.000185053211307384,0.00159234790760718
"ENSG00000125733.13",4.17581023686621,1.56202186160102,0.417932654596285,3.73749656654588,0.000185861627275784,0.00159838871676668
"ENSG00000080561.9",1.56248677153699,3.3780168760761,0.903913524516068,3.73710181832338,0.000186153555958136,0.00159998342375002
"ENSG00000242498.3",0.819875084263153,3.04130372916253,0.814201638810255,3.7353200782138,0.0001874765799137,0.00161043346862403
"ENSG00000173198.4",2.43644057846315,-3.18722391855426,0.853741560774094,-3.73324207815815,0.00018903075449589,0.00162285603174071
"ENSG00000184489.7",1.01437408492341,2.89067195220535,0.774338442987069,3.73308593727359,0.000189148022962312,0.00162293540661666
"ENSG00000174444.10",759.007100221137,-0.389977376802626,0.104484274980449,-3.73240257326376,0.000189662063441306,0.00162641714677065
"ENSG00000217128.7",36.6942194261207,-0.806557223020952,0.216265544660062,-3.72947629863437,0.000191878152939246,0.00164354535481899
"ENSG00000239305.2",18.1790068719662,1.34338178541133,0.360206558529157,3.72947619526086,0.000191878231652855,0.00164354535481899
"ENSG00000164896.15",1.85160539032212,2.273686994742,0.60971150001104,3.72911941910368,0.000192150079222068,0.00164493606281046
"ENSG00000251136.4",10.2389280674189,2.03860790520956,0.546787191011907,3.72833881027246,0.00019274613128469,0.00164909901846309
"ENSG00000138002.10",28.3677824766601,1.91486867095378,0.513935868535941,3.72589030691456,0.00019462703553181,0.00166424392819004
"ENSG00000089692.4",4.33995707339411,-3.48723883403517,0.936324647906441,-3.72439072476881,0.000195787494630175,0.00167321462987699
"ENSG00000138160.4",9.77256551775373,-2.3498496388678,0.631059053361623,-3.72366045039724,0.000196354972208372,0.00167711034818566
"ENSG00000115275.7",0.860742187422512,2.52341381625862,0.677808847748396,3.72289890378551,0.000196948396617348,0.00168122313112445
"ENSG00000104870.8",27.7454220038143,-1.68790969781472,0.453422618301812,-3.72259704232751,0.000197184083911941,0.00168169510494025
"ENSG00000258485.2",1.68364962100157,4.50648125590387,1.21059264815029,3.72254140382356,0.000197227554240197,0.00168169510494025
"ENSG00000240342.2",5.33226392755703,0.60316489788304,0.162086688334857,3.72124882110586,0.000198239986415655,0.0016893690050532
"ENSG00000093217.5",1.6360252335086,2.92254361870781,0.78547741002544,3.72072268585439,0.000198653485333518,0.00169193308596983
"ENSG00000156284.4",2.60933390380114,3.87467835599736,1.04150115065078,3.72028235741869,0.000199000169927856,0.00169392552577683
"ENSG00000083838.11",3.19873511790128,2.58590371863392,0.695272127378137,3.719268494748,0.000199800578736241,0.00169977570494524
"ENSG00000106078.13",7.32239150764658,1.50764560434021,0.405681161001762,3.71633131944637,0.000202136482339666,0.00171867487870466
"ENSG00000180822.7",11.6447597212689,1.45799021160332,0.392395452296252,3.71561444729121,0.000202710485260639,0.00172258050370806
"ENSG00000143761.9",254.49072560879,0.578198621433188,0.155705963825254,3.71340061246524,0.000204492794184793,0.00173643330580486
"ENSG00000184731.5",5.49825572081653,1.94804830054288,0.524613360080576,3.71330287936944,0.000204571815180684,0.00173643330580486
"ENSG00000135596.13",4.01891398555049,-2.41653238413104,0.6509167746066,-3.71250592764573,0.000205217252960103,0.00173896447178375
"ENSG00000204397.3",55.7171389791116,-2.15601655399572,0.580736149185862,-3.7125578578469,0.000205175137372159,0.00173896447178375
"ENSG00000243885.1",1.38764343515362,3.71312504653462,1.00012720395408,3.71265278242058,0.000205098174169918,0.00173896447178375
"ENSG00000122644.8",54.5986133507497,1.36808065140568,0.36855996971036,3.71196213327457,0.000205658760243372,0.0017397619447615
"ENSG00000182621.12",4.40389663233319,2.16071254541105,0.582090618552715,3.71198654735812,0.000205638919306237,0.0017397619447615
"ENSG00000236438.2",0.643909557790027,1.76311167730368,0.474968961499654,3.71205661889332,0.000205581983270149,0.0017397619447615
"ENSG00000141696.8",2.37582952623118,1.76825380012929,0.476422828263826,3.71152198263281,0.00020601677224611,0.00174180978403239
"ENSG00000189221.5",1.47154432342904,4.07495352385766,1.09849220968222,3.70958800430318,0.000207596789754828,0.00175418119756836
"ENSG00000107863.12",20.1890191285733,1.34772557369977,0.363378948992671,3.70887080122783,0.000208185616416832,0.00175816790390471
"ENSG00000146674.10",2.19796926353779,4.66610427595504,1.26044215016184,3.7019582972181,0.000213941788743585,0.00180576485060878
"ENSG00000254726.2",1.07063570152592,1.57370178266352,0.425134842288065,3.70165327827261,0.000214199194799345,0.00180692234849262
"ENSG00000099308.6",17.195514956349,-1.91547483954781,0.517603898203214,-3.70065767703277,0.000215041409804118,0.00181300905774246
"ENSG00000198804.2",18472.6954185925,0.422075519513338,0.114098287061162,3.69922748522147,0.000216256703806835,0.00182223259562192
"ENSG00000121774.13",56.9768734185796,-0.820539467330406,0.222183453653854,-3.69307189098225,0.00022156135467801,0.00186588441293858
"ENSG00000147905.13",42.0019059340345,-1.1196210040372,0.303196040663946,-3.69272963322816,0.000221859854724558,0.00186735151674048
"ENSG00000189077.6",16.6112585045946,1.8238848079316,0.493991985202698,3.69213441222779,0.00022237987601681,0.00187068043520523
"ENSG00000115306.11",46.14187114039,0.889649502031681,0.241037190448936,3.69092213684823,0.000223442533968734,0.00187751713106614
"ENSG00000254556.1",5.17805872064725,-2.88353474218997,0.781231639682324,-3.69101121322034,0.00022336428931159,0.00187751713106614
"ENSG00000160606.6",4.51711243035281,2.81748093807445,0.763497949044905,3.69022725155839,0.000224053804833537,0.00188160109771887
"ENSG00000185716.7",1.3111728141614,1.88804519575043,0.511672632712641,3.68994758570715,0.000224300261674547,0.00188261850916111
"ENSG00000250479.4",8.09057442672538,2.12194350665731,0.57510633880653,3.68965417953974,0.000224559100761011,0.00188373865429002
"ENSG00000203644.2",3.21233945852741,2.68413972327103,0.727914549710566,3.68743793394198,0.000226523320509316,0.00189915533891292
"ENSG00000144815.10",2.34907651387278,-2.37886208233078,0.645329985349308,-3.68627235110288,0.000227562815980108,0.00190680632865875
"ENSG00000167632.10",2.08373656429928,1.84448821844261,0.500474768535337,3.68547693990766,0.000228274751620454,0.00191170561223284
"ENSG00000126947.7",1.41153560351397,3.32601921254972,0.90293970736349,3.68354518626878,0.000230012487776236,0.00192518530158784
"ENSG00000110852.4",26.9305516953257,-2.04232108417021,0.554609482867065,-3.68244890731473,0.000231004175127407,0.0019324090908208
"ENSG00000182240.11",19.1980494889706,1.76970556330294,0.480843589263178,3.68041833731164,0.000232851624312049,0.00194569677623149
"ENSG00000211666.2",15.4340759943146,-6.21259079372504,1.68800134800768,-3.68044184387509,0.000232830158516176,0.00194569677623149
"ENSG00000183023.14",1.94774814248409,-3.59795219482011,0.978662727715888,-3.67639646726653,0.000236551794602036,0.00197551648810505
"ENSG00000168675.14",25.2924680919926,-1.62448792951011,0.442022746722889,-3.67512292422481,0.000237734923945601,0.00198429416519929
"ENSG00000160223.12",4.23295185128315,-1.67868094485657,0.456802266016496,-3.67485249032446,0.000237986872356423,0.00198529415340528
"ENSG00000113719.11",10.0410466993288,1.07996793455973,0.293901800840722,3.67458767340119,0.000238233830497885,0.00198625142586028
"ENSG00000135090.9",55.6775354930817,-1.0972781586435,0.298633345685994,-3.67433233593835,0.000238472176128877,0.00198713587030519
"ENSG00000150337.9",6.13210630165443,-4.12771531506494,1.12357670216164,-3.67372811052744,0.000239037083854898,0.00199073899547449
"ENSG00000013375.11",53.4270407592046,1.15590548017698,0.314850535060968,3.67128320094216,0.000241335743715017,0.00200765681814751
"ENSG00000204634.8",11.7466403821304,1.67875917521237,0.457252106099734,3.67140829493786,0.000241217630979475,0.00200765681814751
"ENSG00000196074.8",30.9334043931332,1.3811473157245,0.376262540387894,3.67070108626985,0.00024188608571496,0.00201112150070922
"ENSG00000137274.8",16.6310058193696,1.7329412804127,0.472350031386539,3.66876503707603,0.000243724944033525,0.00202528957918124
"ENSG00000229950.1",1.04634985941948,3.76472894239641,1.02633133075527,3.66814188516096,0.000244319597640683,0.00202798764362079
"ENSG00000254598.2",1.33733307135609,1.1885516245902,0.324012399573126,3.66822882752657,0.000244236549748069,0.00202798764362079
"ENSG00000124783.8",116.694408923147,0.761602095864035,0.207753486265201,3.66589321582713,0.000246476765801848,0.00204476362750247
"ENSG00000166974.8",39.2512545492446,-1.36469491077811,0.372295132563787,-3.66562651888631,0.000246733792309264,0.00204576627795496
"ENSG00000116157.5",2.65129430657029,-3.63615169963722,0.992670288246363,-3.66300043699383,0.0002492781133317,0.00206572221439353
"ENSG00000142192.16",19.9270312218356,1.19450286217385,0.326148770719084,3.66244784409349,0.000249816626302978,0.00206904354662401
"ENSG00000089159.11",7.83214689548687,1.40852915390551,0.384655582484094,3.66179308983187,0.000250456109907617,0.00207319702217743
"ENSG00000165457.9",2.25073692143583,-4.48085538711544,1.22403527533592,-3.66072406359836,0.000251503504255175,0.00208072062110669
"ENSG00000100181.17",1.89507879566746,2.99380143226874,0.818151946062016,3.6592242390655,0.000252979905916016,0.0020917832176567
"ENSG00000112992.12",10.9493372830372,-1.91611546456001,0.523672223400252,-3.65899770684512,0.000253203605628849,0.00209248128216052
"ENSG00000126561.12",8.01366152604603,-2.05936686520699,0.562991144658365,-3.65790276587149,0.000254287473424103,0.0021002831229927
"ENSG00000103056.7",1.04063003664746,-2.83959244786086,0.776516493636151,-3.6568346855893,0.000255348943089823,0.00210789149504478
"ENSG00000185641.5",8.730411546214,-0.509501909016637,0.13938732593238,-3.65529581408146,0.000256885598052387,0.00211941198524935
"ENSG00000160803.7",6.41840917516825,1.67101085965022,0.457177747904719,3.65505728856794,0.000257124554766843,0.00212021916071188
"ENSG00000123104.7",20.142732952319,-1.37780933032553,0.376982165128045,-3.65483955947237,0.000257342859417825,0.00212085524953012
"ENSG00000153201.11",52.5426735833743,-0.842660869865713,0.230582214470379,-3.65449205092079,0.000257691646685534,0.00212256540559401
"ENSG00000156858.7",7.11683006267589,1.67475468525465,0.458317880290961,3.65413342414534,0.000258052057822051,0.00212436937902383
"ENSG00000136295.10",1.84328771531324,1.47430649596177,0.403517633753517,3.65363585786275,0.000258552882626363,0.00212732667501559
"ENSG00000070831.11",196.475753399861,-0.481984613175413,0.131969548888172,-3.65224112104706,0.000259961615822193,0.00213774675211419
"ENSG00000091317.7",59.6561378491501,-0.939745041226471,0.257340866197732,-3.65175207152837,0.000260457274841477,0.00214065103786561
"ENSG00000178078.7",9.75966367961565,1.6233794813474,0.444724226062051,3.65030593390902,0.00026192814607788,0.00215156285766761
"ENSG00000167306.14",18.9530192348919,1.5068392007919,0.41290859698802,3.64932871774433,0.000262926481228032,0.00215858330818031
"ENSG00000153147.5",21.5676490065095,-0.898023183005421,0.24611217984637,-3.64883681728386,0.000263430361109038,0.0021615389105965
"ENSG00000075539.9",37.0957937043822,-1.05444727318297,0.289119839957058,-3.64709413694884,0.000265222775930643,0.00217505839824344
"ENSG00000066855.11",7.52613709103062,1.36592329155316,0.374703107175827,3.64534818472216,0.000267030016629967,0.00218868465349079
"ENSG00000151233.6",4.56081298874859,1.85542903095694,0.509249395241396,3.64345848673502,0.000268999054313986,0.00220362147874227
"ENSG00000114107.4",20.1480294290133,1.59891119626975,0.438903710239351,3.64296577806965,0.000269514681907312,0.00220664227846074
"ENSG00000085063.10",298.844173402279,0.852290018383537,0.233987764083535,3.64245550070414,0.000270049671926022,0.00220981823040118
"ENSG00000125457.9",25.0400347322242,-1.49062840463616,0.409295044278268,-3.64194100435461,0.000270590092926512,0.00221303514214911
"ENSG00000111276.6",5.04523008357778,1.33248382252154,0.3658890051135,3.64177060228469,0.000270769304638741,0.00221329599178044
"ENSG00000162757.3",3.03022677227709,2.79035677087207,0.76671897306634,3.63934749092304,0.000273329757749546,0.002232491333809
"ENSG00000170043.7",29.3586403092101,-0.862940807041224,0.237119375792776,-3.63926736967868,0.000273414806590027,0.002232491333809
"ENSG00000117505.8",23.1606841013173,-0.953297598706394,0.261997544200411,-3.63857455845916,0.000274151262103433,0.00223728873538402
"ENSG00000198142.3",6.71523259893568,1.69617750661745,0.466194241291639,3.63834933249715,0.000274391076544413,0.00223803014875313
"ENSG00000146410.7",14.8284845735841,-1.8231002819022,0.501106588979159,-3.63814869330729,0.000274604877234557,0.00223855869537275
"ENSG00000198682.8",9.80398072242525,2.00157421227771,0.550245038817147,3.63760519600588,0.000275184811340141,0.00224206974271924
"ENSG00000206195.6",3.07659127586124,2.04340977472541,0.562048625388086,3.63564588973857,0.000277285013648858,0.00225724064894424
"ENSG00000269751.1",9.92495055240967,2.01743952401023,0.554914236937797,3.63558796967103,0.00027734732680718,0.00225724064894424
"ENSG00000104321.6",2.02711251642379,-4.22998740426542,1.16371918459506,-3.63488671516344,0.000278102811706255,0.00226093974192358
"ENSG00000261452.1",1.04865045757902,3.35181577336269,0.922118047046717,3.63490963450679,0.000278078089477272,0.00226093974192358
"ENSG00000137266.10",1.31131957432336,2.0328570840532,0.559536432868068,3.63310941815388,0.000280026199745638,0.00227534538938803
"ENSG00000198851.5",4.96173929925071,-3.10393755568217,0.854436724039508,-3.63272957300773,0.000280438881047348,0.00227746689127316
"ENSG00000132819.12",2.17691760951922,-2.00039592659846,0.551074818927992,-3.62998971807465,0.000283432509782607,0.00230053486060177
"ENSG00000130338.8",11.9575009608189,0.921771063647254,0.253961389088954,3.62957167211111,0.000283891900670322,0.00230301939291086
"ENSG00000010610.5",10.7192991388006,-2.86932415684358,0.790788899959054,-3.62843251465992,0.000285147264454819,0.00231195493856946
"ENSG00000156136.5",23.047773611832,-1.69449574509688,0.467181405344309,-3.62706162041713,0.000286664900277872,0.00232300618218702
"ENSG00000151092.12",41.1499090869072,-1.20521780980858,0.332327634403483,-3.62659521821563,0.000287182949468387,0.00232594966728466
"ENSG00000115290.5",11.4663640182398,-3.19997124629866,0.882624199822416,-3.62551949849381,0.000288381135143517,0.00233197129328629
"ENSG00000146918.15",4.93245686331677,-1.71120979974177,0.471960450283849,-3.62574829885132,0.000288125895421141,0.00233197129328629
"ENSG00000198521.7",7.42038551682402,-1.834410009172,0.505972998779301,-3.62550968845701,0.000288392083528084,0.00233197129328629
"ENSG00000189043.5",131.714793086758,0.47552714495178,0.131192005974914,3.62466555349956,0.000289335630870446,0.00233834239816976
"ENSG00000054598.5",0.992301016094743,2.97459801970581,0.820757073564458,3.62421246860226,0.000289843266779886,0.0023389527776924
"ENSG00000117475.9",32.9074678111942,1.35252712159472,0.373183514529341,3.6242949351622,0.000289750809254036,0.0023389527776924
"ENSG00000173812.6",1253.77700994142,0.470387605952363,0.129791410752721,3.62418131696361,0.000289878199684721,0.0023389527776924
"ENSG00000213260.3",1.24470763408531,0.38955490981776,0.107502359931523,3.62368705269261,0.000290432987040474,0.00234217133510256
"ENSG00000183283.11",329.539691716185,-0.696136005506306,0.192170583789508,-3.62248993461356,0.00029178081799714,0.00235177843862073
"ENSG00000139505.10",16.8889862953614,-1.53208205958053,0.423069680528426,-3.62134686103459,0.000293073267040985,0.00236092909599129
"ENSG00000175183.5",24.8522912992582,2.18228382868367,0.602707984985882,3.62079793705536,0.000293695827894008,0.00236467637635561
"ENSG00000141579.6",1.30866749058594,2.23068422421058,0.616289063444068,3.61954212158923,0.000295124769931578,0.00237490870029567
"ENSG00000162924.9",64.0282838940279,-1.07971187262262,0.298380407771213,-3.61857496169959,0.000296229698382722,0.00238252408378052
"ENSG00000180581.6",39.7833256337566,0.842544712653941,0.232878985936797,3.61795079648194,0.000296944829635894,0.00238699792426414
"ENSG00000054523.12",6.277327167754,1.30758512862242,0.361430104004923,3.6178091258403,0.000297107372406083,0.00238702735990855
"ENSG00000176731.7",96.2080633911972,0.730873891323329,0.202043408447293,3.61741022357576,0.000297565492133284,0.00238943022651548
"ENSG00000256664.1",98.7257412204977,-1.51494093066343,0.418875097967723,-3.61668893188816,0.000298395540506127,0.0023948154917543
"ENSG00000134057.10",110.651494721111,-1.71954187850428,0.475585369930964,-3.61563241264946,0.000299615277494176,0.00240332083773225
"ENSG00000130830.10",8.66100905853949,-2.69288907073531,0.744907466160404,-3.61506521691305,0.000300272021971979,0.00240601965765708
"ENSG00000198771.6",2.14314767084474,-3.18504499744805,0.881037378122234,-3.61510768616466,0.00030022280102799,0.00240601965765708
"ENSG00000112473.12",24.2125519421353,1.32006374036708,0.365265048017594,3.61398865709018,0.000301522258339831,0.00241474968512667
"ENSG00000147573.12",1.27536159418278,-3.38095412760984,0.935614829240788,-3.61361750791545,0.000301954412210103,0.00241692226374246
"ENSG00000153885.10",2.97492213892013,1.9161799884281,0.530371751875751,3.6128997852001,0.000302791750757398,0.00242233400605918
"ENSG00000049449.4",20.3915998222088,1.33212774041455,0.368837084807379,3.61169685827616,0.000304200035910121,0.00243230513012967
"ENSG00000143466.9",6.11454210445108,-2.72045017421915,0.75333785022569,-3.61119539314815,0.00030478891834509,0.00243571739851948
"ENSG00000119801.8",371.505781282805,-0.710525279258778,0.196783607088778,-3.61069344022252,0.000305379442537509,0.00243874945928102
"ENSG00000177879.10",76.4400959292036,-1.02225177088962,0.283125411079652,-3.61059703892854,0.000305492976728359,0.00243874945928102
"ENSG00000244716.2",10.7057647507604,0.528143655087628,0.146282875746245,3.6104270742106,0.000305693244666272,0.00243905220810731
"ENSG00000104894.7",65.9429651578286,-1.07715405571311,0.298437579307187,-3.60931106000019,0.000307011291286091,0.0024482683865617
"ENSG00000178750.2",1.87577572755544,3.13509087616192,0.868737633549185,3.60878906943821,0.000307629602791953,0.00245189769355242
"ENSG00000226564.1",0.486145324291968,1.20403251445017,0.333833981083354,3.60668051389752,0.000310139129377289,0.00247058869552725
"ENSG00000164880.11",1.27445515453662,2.5335100203124,0.702832012087308,3.60471631448352,0.000312494080724517,0.00248802918325657
"ENSG00000181704.7",43.7011523755889,1.07120588993832,0.297230777514731,3.6039534630132,0.000313413196936265,0.00249402535528096
"ENSG00000151883.12",23.0766385059478,-1.91275163299584,0.530978044202124,-3.60231774907009,0.00031539251334287,0.00250844739039877
"ENSG00000272345.1",2.40350123881309,1.55887809090365,0.432808360636833,3.60177444033179,0.000316052535744704,0.00251236682382456
"ENSG00000169955.6",0.820884468921656,2.28051415771628,0.633195708192627,3.6015944647283,0.00031627145868569,0.00251277757551233
"ENSG00000223482.3",35.1313340114846,1.14403627870989,0.317732669198196,3.60062527280209,0.000317452829688536,0.00252083050382694
"ENSG00000015285.6",1.12622228044034,-3.12311944401224,0.867417784254828,-3.60047891650644,0.000317631585425114,0.00252091755912674
"ENSG00000180644.6",4.69010955417694,-3.94585302985942,1.0960716785553,-3.59999542644905,0.000318222777490455,0.00252317479642694
"ENSG00000226328.2",1.83407917154531,3.28223320392249,0.911738626030855,3.59997164780799,0.000318251879607898,0.00252317479642694
"ENSG00000076356.6",1.66708813904525,2.38135683332243,0.661718627503818,3.59874534937236,0.000319756099026419,0.00253376351886758
"ENSG00000117597.13",3.33119421463202,1.33439665040961,0.370845849103291,3.59825154747233,0.00032036369061733,0.00253723989870045
"ENSG00000172716.12",9.49026036033328,-2.40353292344635,0.668119651673998,-3.59745880460814,0.000321341370420949,0.00254364212286846
"ENSG00000241839.5",1.85648835650382,-3.00779860349068,0.836241182033588,-3.59680755757119,0.000322146633974328,0.00254867352755677
"ENSG00000161011.15",116.453584272717,0.756099912457922,0.210249450727618,3.59620398455862,0.000322894634919794,0.00255324683949209
"ENSG00000080845.13",10.5418172384572,1.20196041695687,0.334395492445193,3.59442768850682,0.000325105420323221,0.00256937603100267
"ENSG00000115042.5",5.97620840727838,2.10371086065507,0.5853224191056,3.59410607211943,0.00032550721703397,0.00257119896357433
"ENSG00000124177.10",56.6789739411457,1.01605191424158,0.282835086794344,3.59238284668822,0.000327667977685198,0.00258690682960715
